id,name,artists,album,year,popularity,danceability,energy,key,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_m,file name
49QulDfYu6yJilaX6BaRPV,Helen,Qasim Naqvi,Helen,2016,42,0.665,0.273,8,0.0548,0.938,0.825,0.0919,0.0393,78.981,1.3671,Helen Qasim Naqvi
655RseUuyYprKIoC0mrNSF,Cyanide Sisters,Com Truise,Cyanide Sisters EP,2011,44,0.704,0.45,1,0.0749,0.61,0.776,0.193,0.504,85.05,3.0602,Cyanide Sisters Com Truise
1tI40eFNnHYsVWhKo5yhUT,Shed Head,Deaton Chris Anthony,Shed Head,2022,19,0.654,0.726,8,0.0364,0.00453,0.0341,0.131,0.687,119.994,3.6991,Shed Head Deaton Chris Anthony 
6VCeywT4JeawuZOUkQ1okx,Pussy Is God,King Princess,Pussy Is God,2018,56,0.739,0.621,11,0.238,0.049,0.00369,0.0718,0.462,85.969,3.4255,Pussy Is God King Princess
4PqycAZcfh9BERZx6ehTZO,Picking Up (feat. Deb Never),Biig Piig,Bubblegum,2023,36,0.606,0.676,7,0.0969,0.171,0.0,0.112,0.253,85.022,2.9253,"Picking Up Biig Piig, Deb Never"
34Tmk8gwlRRegVVZDRxXxk,Happiness (Dance Floor Edit),The 1975,Happiness,2022,56,0.67,0.895,11,0.0352,0.0943,0.0322,0.305,0.897,118.002,3.9327,Happiness (Dance Floor Edit) The 1975
1y4eb6hmAvsqlDOl3fx9kk,Hot N Cold,Katy Perry,One Of The Boys,2008,74,0.706,0.841,7,0.0418,7.95e-05,0.0,0.0688,0.861,132.032,3.6705,Hot N Cold Katy Perry
5g3TDpgy1J1woAUVuj21EE,Polish Girl,Neon Indian,Era Extraña,2011,53,0.622,0.873,9,0.0366,0.00603,1.25e-05,0.131,0.434,111.984,4.4,Polish Girl Neon Indian
6GG73Jik4jUlQCkKg9JuGO,The Middle,Jimmy Eat World,Bleed American,2001,84,0.643,0.849,2,0.0526,0.0371,0.0,0.058,0.903,162.152,2.7642,The Middle Jimmy Eat World
7huFrzl3tBNxSr8tp6zyDf,To The Floor,Lil Silva,To The Floor,2022,37,0.692,0.672,6,0.0403,0.0395,0.924,0.0939,0.441,114.008,3.157,"To The Floor Lil Silva, BADBADNOTGOOD"
3BtuIIrQlkujKPuWF2B85z,Too Good,Drake,Views,2016,77,0.794,0.653,7,0.104,0.0489,4.88e-05,0.1,0.397,117.996,4.3895,"Too Good* Drake, Rihanna"
1rQeb39RWb5BaRqsxTTccU,My Stove's on Fire,Robert Lester Folsom,Music and Dreams,2014,47,0.637,0.665,2,0.0489,0.0201,0.0,0.097,0.928,116.215,2.8029,My Stove's on Fire Robert Lester Folsom
6MZ7wWLT1jd2oF21p3TPKl,Driving Mad,Carbon,Driving Mad,2021,43,0.8,0.836,2,0.0562,0.00051,0.846,0.0763,0.08,127.015,6.0001,"Driving Mad - Carbon, Lampe"
0RZLmpEzGR2NHite6rvS5H,Space Ghost Coast To Coast,Glass Animals,Dreamland,2020,63,0.903,0.529,8,0.0623,0.105,0.00255,0.138,0.353,100.977,3.1231,Space Ghost Coast to Coast Glass Animals
53Mq10qpih00CLPph20MVp,Bloom,Matilda Mann,Bloom,2021,51,0.499,0.841,5,0.0495,0.17,0.0201,0.354,0.559,165.833,2.7675,Bloom Matilda Mann
5qJm4xvRCOQ1zedunDnndW,Talkin' Drums,Melé,Talkin' Drums,2022,44,0.818,0.748,11,0.0717,0.00791,0.00775,0.207,0.472,126.069,3.0159,"Talkin' Drums Melé, Touré Kunda"
4xjkURdXzlD9v41aqxKj14,Berlin,New Politics,A Bad Girl In Harlem,2013,29,0.506,0.899,6,0.0595,0.0028,0.0,0.372,0.518,128.001,3.1885,Berlin New Politics
3wO7lEbQYuxxEXmwfk335E,Way to be Loved,TOPS,Picture You Staring,2014,56,0.582,0.515,11,0.0578,0.608,0.000641,0.0931,0.603,115.732,4.3899,Ways to be Loved TOPS
0ygMnfa2wt8hYzBt7u9N0i,Wedding Song,John Keek,Do You Love John Keek?,2022,28,0.639,0.734,9,0.0535,0.592,6.62e-05,0.137,0.699,118.118,3.1667,Wedding Song John Keek
3iv26BUAWSn83q8rhGKPE8,Flight 22,Kali Uchis,Isolation,2018,59,0.635,0.646,10,0.0462,0.415,0.00055,0.42,0.344,117.956,3.6164,Flight 22 Kali Uchis
6YT4QYWC7EGcUedm2UGNla,Perth,Kink,Perth,2017,17,0.72,0.789,1,0.0456,7.19e-05,0.853,0.398,0.234,125.008,5.3796,Perth Kink
0BRJQl7AE6ZU62KCs9tHi8,Black Voices,Gold Panda,"DJ Koze Presents Pampa, Vol. 1",2016,30,0.768,0.636,9,0.0424,0.0202,0.816,0.0996,0.291,123.015,5.3125,Black Voices Gold Panda
4lYNAMcsDInBmFuR0FaRcD,Birthday Song,2 Chainz,Based On A T.R.U. Story (Deluxe),2012,46,0.753,0.59,1,0.0485,0.0591,0.0,0.15,0.161,140.002,5.11,"Birthday Song 2 Chainz, Kanye West"
4ZVZBc5xvMyV3WzWktn8i7,Everyday People,Sly & The Family Stone,Stand,1969,68,0.807,0.497,7,0.0297,0.307,0.0327,0.043,0.765,114.524,2.3584,Everyday People Sly & The Family Stone
1gMn0jk3wTRbiSA8NFNyMa,Shadowww,Loukeman,Sd-1,2021,41,0.812,0.563,8,0.14,0.192,0.822,0.476,0.302,111.005,4.3243,Shadowww Louke Man
73mlvsfJM2qwlDUJxeaatI,Daft Punk Is Playing at My House,LCD Soundsystem,LCD Soundsystem,2005,60,0.92,0.914,7,0.0444,0.0222,7.62e-05,0.114,0.974,135.923,5.2426,Daft Punk is Playing at My House LCD Soundsystem
5E3P9e1hvjyIOlFyqNB5eD,Rich Girl,Daryl Hall & John Oates,The Essential Daryl Hall & John Oates,2005,67,0.598,0.643,5,0.134,0.5,0.0,0.0435,0.823,167.971,2.4055,Rich Girl Daryl Hall & John Oates
2NDZ6i6UfOUSKgFiTQKbnv,My Life,ZHU,My Life,2018,55,0.744,0.562,0,0.0378,0.227,0.0898,0.103,0.161,109.981,4.9059,"My Life ZHU, Tame Impala"
0smgkpVia3VCXgY4qhVJvp,Guilty Conscience,070 Shake,Modus Vivendi,2020,63,0.539,0.638,7,0.136,0.00676,0.0,0.123,0.222,179.822,3.5555,Guilty Conscience 070 Shake
1c5CllrZr45UBhWpIqM332,Funny Thing,Thundercat,It Is What It Is,2020,78,0.586,0.893,7,0.439,0.827,0.642,0.212,0.65,140.023,1.9438,Funny Thing Thundercat
0P11qKeHWhUy0rDPeY8dyB,Out Loud (feat. Kehlani),Syd,Broken Hearts Club,2022,55,0.565,0.364,6,0.2,0.328,0.0,0.108,0.527,155.705,3.384,"Out Loud Syd, Kehlani"
4JvFNFTjEtZyEzh8w0YzHF,Tonight (feat. Ezra Koenig),Phoenix,Tonight (feat. Ezra Koenig),2022,55,0.671,0.736,8,0.0344,0.0547,0.00381,0.111,0.89,141.967,4.1118,"Tonight (feat. Ezra Koenig) Phoenix, Ezra Koenig"
04KTF78FFg8sOHC1BADqbY,Hot In Herre,Nelly,Nellyville,2002,79,0.956,0.745,11,0.12,0.206,0.0,0.0615,0.912,107.075,3.804,Hot In Herre Nelly
3ix6K4wZY29bCujrSznwFZ,Let's Dance - 2018 Remaster,David Bowie,Let's Dance (2018 Remaster),1983,73,0.654,0.743,10,0.0605,0.0125,0.0272,0.153,0.632,114.846,7.6279,Let's Dance - 1999 Remaster David Bowie
2MiwKPx7Cp35PsXVEhKNSQ,Big World (feat. KIRBY),Ni'jah,Swarm,2023,43,0.828,0.719,4,0.21,0.515,0.0749,0.109,0.574,118.031,2.6775,Big World (feat. KIRBY) Ni'jah
75q97me0dAUd7GDbilPCiu,船窓,Emerson Kitamura,船窓 / おろかな指,2022,30,0.688,0.297,3,0.0636,0.505,0.921,0.113,0.0391,124.007,3.5133,Porthole Emerson Kitamura
1N6iBHbVhJfb941mhLhALL,Heavy Lovers,Y U QT,Heavy Lovers,2021,27,0.742,0.855,8,0.0381,0.0101,0.382,0.0888,0.739,130.031,6.975,Heavy Lovers Y U QT
6b8Be6ljOzmkOmFslEb23P,24K Magic,Bruno Mars,24K Magic,2016,83,0.818,0.803,1,0.0797,0.034,0.0,0.153,0.632,106.97,3.7664,24K Magic Bruno Mars
70HSOKDgRtsrNR6ady294S,So Carelessly - Demi Riquísimo Remix,Jay Carder,Faux Poly: Remixed 001,2023,11,0.748,0.894,10,0.0512,0.00967,0.939,0.081,0.31,133.012,5.8361,So Carelessly - Demi Riquísimo Remix Jay Carder
0lHAMNU8RGiIObScrsRgmP,Titanium (feat. Sia),David Guetta,Nothing but the Beat 2.0,2011,72,0.604,0.788,0,0.103,0.0678,0.153,0.127,0.301,126.06,4.084,Titanium (feat. Sia) David Guetta
1IlKCe3Ad6q10lksNWBNQX,Party,Planet 1999,Devotion (Deluxe),2021,40,0.556,0.863,8,0.0326,0.0199,0.189,0.0442,0.811,109.999,2.834,Party Planet 1999
3Y8T9RXnsJFjz9OgieBnyP,Joy Squad,Koreless,Joy Squad,2021,25,0.306,0.505,0,0.0407,0.0213,0.825,0.112,0.0692,81.921,4.5324,Joy Squad Koreless
7a86XRg84qjasly9f6bPSD,We Are Young (feat. Janelle Monáe),fun.,Some Nights,2012,76,0.378,0.638,10,0.075,0.02,7.66e-05,0.0849,0.735,184.086,4.1771,We Are Young (feat. Janelle Monáe) fun.
5o4yGlG0PfeVUa6ClIyOxq,Boys,Charli XCX,Boys,2017,61,0.867,0.545,2,0.0625,0.0646,0.000289,0.0505,0.525,139.943,2.7098,Boys Charli XCX
2eurAydCrpvsrW2nwaKDez,Cadenza - Edit,Yuksek,Cadenza,2019,52,0.728,0.809,11,0.0437,0.361,0.941,0.128,0.528,116.002,3.6918,Cadenza - Edit Yuksek
6MjNMbQxWQzNzSF0GcxeQH,Yetikimt Abeba,The Roha Band,Late Night Tales: Khruangbin,2020,28,0.702,0.727,3,0.0678,0.595,0.0,0.0818,0.804,114.561,5.3389,Yetikimt Abeba Roha Band
6Yzh272O4hwZHjrnXYhL8a,"Do It, Try It",M83,Junk,2016,47,0.58,0.707,7,0.0363,0.0187,0.014,0.034,0.156,116.949,3.624,"Do It, Try It m83"
4kelCn9OAPBUtQg6CUXv8M,Nowhere Good,Axel Boman,LUZ,2022,24,0.713,0.586,9,0.0462,0.0303,0.599,0.0836,0.395,110.003,5.3807,"Nowhere Good Axel Boman, Bella Boo"
0HPriQ6JuXyYirXccQeRpp,Foot on Necks,SAULT,5,2019,40,0.683,0.555,1,0.0361,0.0013,0.0124,0.101,0.457,93.029,3.1924,Foot on Necks SAULT
7fYRg3CEbk6rNCuzNzMT06,Potion (with Dua Lipa & Young Thug),Calvin Harris,Potion (with Dua Lipa & Young Thug),2022,70,0.824,0.697,11,0.0473,0.158,4.11e-05,0.077,0.757,99.988,3.5743,"Potion Calvin Harris, Dua Lipa, Young Thug"
21qnJAMtzC6S5SESuqQLEK,Pump Up The Jam,Technotronic,Pump Up The Jam,1989,71,0.885,0.844,10,0.0733,0.0147,4.49e-06,0.0494,0.715,124.602,5.3384,Pump Up The Jam Technotronic
4A33rjRNxA1uG6W8VyVMoR,Everything Is Going To Be Alright,Barry Can't Swim,Everything Is Going To Be Alright,2021,47,0.727,0.854,8,0.0861,0.00282,0.304,0.11,0.486,120.053,3.777,Everything Is Going To Be Alright Barry Can't Swim
6q701mead1QEHZdRiTsGCe,Dance to the Music,Sly & The Family Stone,Greatest Hits,1970,33,0.699,0.526,0,0.0877,0.0171,0.000632,0.9,0.805,128.193,2.9598,Dance to the Muisc Sly & The Family Stone
7fvIzIciVTq56QmAK6frlP,Oh My God,Hollow Wood,Seasons EP,2014,25,0.571,0.577,2,0.0338,0.122,0.137,0.191,0.177,125.916,3.7141,Oh My God Hollow Wood
0qxYx4F3vm1AOnfux6dDxP,You Can Call Me Al,Paul Simon,Graceland (25th Anniversary Deluxe Edition),1986,77,0.776,0.763,5,0.0534,0.182,0.00647,0.077,0.82,128.433,4.6667,You Can Call me Al Paul Simon
06WnUZymWyJamDivTWqJZA,Drop The Game,Flume,Lockjaw,2013,69,0.559,0.67,7,0.0474,0.592,0.000184,0.171,0.438,78.957,3.6983,Drop The Game - Flume ft Chet Faker
3grdgfHCm4mWVJliAitsE6,Pretty Boys (feat. Khruangbin),Paul McCartney,McCartney III Imagined,2021,53,0.696,0.979,11,0.0445,0.00244,0.768,0.116,0.962,101.021,5.8143,"Pretty Boys (feat. Khraungbin) Paul McCartney, Khgraungbin"
6jZXAOHmvseRsqxYCbexTJ,Why I Came to California,Leon Ware,Leon Ware,1982,43,0.694,0.783,1,0.111,0.189,0.0,0.111,0.741,106.69,4.1696,Why I Came to California Leon Ware
1UIqpCB0b56K7U0JJPfskN,Spies Are Watching Me,Voilaaa,On te l'avait dit,2015,49,0.892,0.708,4,0.0782,0.0395,0.00147,0.0335,0.949,127.002,7.2161,"Spies are Watching Me Voilaaa, Sir Jean"
2ECjeYPCdRNeuCzO0W1UMW,Be with You,Totally Enormous Extinct Dinosaurs,When the Lights Go,2022,42,0.648,0.757,0,0.0296,0.276,0.092,0.0987,0.38,119.971,4.1221,Be with You Totally Enormous Extinct Dinosaurs
6mz1fBdKATx6qP4oP1I65G,Pony,Ginuwine,R&B: From Doo-Wop To Hip-Hop,1999,74,0.749,0.605,8,0.086,0.00186,0.0381,0.115,0.966,142.024,4.1955,Pony Ginuwine
3ohupB1Wm1Cvcyre7rtS9p,Holdin On,Flume,Flume: Deluxe Edition,2012,55,0.43,0.436,8,0.119,0.17,0.0,0.128,0.217,90.053,2.5736,Holdin On - Flume
3stjLNdaqg5ypNFBjKsgH6,Hip Love - Jamie xx Remix,FaltyDL,Hip Love,2011,20,0.778,0.564,3,0.294,0.0482,0.0536,0.089,0.509,131.961,4.8273,Hip Love - Jamie xx Remix FaltyDL
2yyZQwRD9BLBIrTFftuNSd,Saddic Gladdic,Wagon Christ,Sorry I Make You Lush,2004,33,0.777,0.715,11,0.0876,0.0727,0.682,0.172,0.218,113.622,4.882,Saddic Gladdic Wagon Christ
52mJvYnOTLANVToQIyrMVA,Bad Fun,courtship.,Denial in Paradise,2018,26,0.544,0.927,4,0.0747,0.0899,0.0434,0.37,0.83,120.063,3.4325,Bad Fun courtship.
4Uz7te06snSlkmcIwwAvkw,Hungry (For Love),LF SYSTEM,Hungry (For Love),2022,57,0.605,0.973,7,0.0806,0.00063,0.0995,0.455,0.49,128.014,2.9394,Hungry (For Love) LF SYSTEM
2grjqo0Frpf2okIBiifQKs,September,"Earth, Wind & Fire","The Best Of Earth, Wind & Fire Vol. 1",1978,78,0.697,0.832,9,0.0298,0.168,0.00131,0.269,0.979,125.926,3.5849,"September Earth, Wind & Fire"
3OeHPk27py8JaMUqIebznh,Around The Sun,Poolside,Low Season,2020,58,0.729,0.628,7,0.0323,0.0896,0.0303,0.0956,0.826,110.011,3.9082,Around The Sun Poolside
6q4FiEsB0tz4OtksgNbuR0,Sole Mate,infinite bisous,Period,2019,28,0.798,0.384,7,0.0302,0.885,0.908,0.0933,0.519,108.51,4.3226,Sole Mate infinite bisous
6TGapnqEUkkSBanKyn5qYy,OutRight,Wild Party,Phantom Pop,2014,53,0.546,0.823,2,0.0608,0.000791,0.0,0.0502,0.569,147.951,2.7075,OutRight Wild Party
5w3CRkbTWXfbYepIdFpGUN,On Hold,The xx,I See You,2017,62,0.723,0.669,0,0.0348,0.0522,0.183,0.109,0.349,125.053,3.7356,On Hold The xx
0q6LuUqGLUiCPP1cbdwFs3,On Melancholy Hill,Gorillaz,Plastic Beach,2010,79,0.689,0.739,2,0.026,1.51e-05,0.509,0.064,0.578,120.423,3.8978,On Melancholy Hill Gorillaz
62Yl7gGDPF7Wf6bXG1OTuf,Decisions (AM Intro),Anz,All Hours,2021,43,0.287,0.871,10,0.0399,0.0957,0.942,0.112,0.0542,108.327,1.6814,Decisions (AM Intro) Anz
3UFa8A2LDIh5wlHeETguP4,Origins,Tennis,Young & Old,2013,32,0.58,0.827,5,0.0281,0.0464,0.0202,0.162,0.949,113.906,3.4693,Origins Tennis
5UatawMsGULDVG2h8wE1KS,Lights Out,Fred again..,Lights Out,2022,59,0.596,0.814,9,0.056,0.00118,0.00286,0.102,0.255,133.203,4.8058,"Lights Out Fred again.., Romy, HAAi"
1GfBLbAhZUWdseuDqhocmn,Rumble,Skrillex,Rumble,2023,72,0.81,0.836,1,0.0645,0.0515,0.229,0.0598,0.0585,139.979,2.4428,"Rumble Skrillex, Fred Again..., Flowdan"
50tEFeDpqGBDarBcA8RTPz,Certainty,Temples,Volcano,2017,38,0.488,0.813,5,0.0554,0.00157,0.000491,0.208,0.297,92.507,4.4122,Certainty Temples
5LFjp7uFga0wfF7lOSSYYg,Feedback Loop,Cid Rim,Songs For Vienna,2022,27,0.722,0.74,2,0.0493,0.603,0.825,0.116,0.251,105.979,3.1479,Feedback Loop Cid Rim
3ttQGouvKMlbI2bTgAMWup,Sincere - Re-Cue'D,MJ Cole,Sincere (Deluxe),2000,44,0.83,0.784,1,0.135,0.216,0.272,0.125,0.719,132.661,5.6449,"Sincere Re-Cue'D MJ Cole, Nova Capsar"
4FSyLn1ynwMj3axvuZ8S1E,About Your Love,Massimo Vanoni,In My Deeper Black,2018,18,0.785,0.506,10,0.0467,0.00666,0.835,0.103,0.792,98.4,6.5041,About Your Love Massimo Vanoni
7g13jf3zqlP5S68Voo5v9m,Dancing On My Own - Radio Edit,Robyn,Body Talk,2010,61,0.573,0.926,6,0.0342,0.00202,0.0117,0.127,0.219,117.047,4.6347,Dancing On My Own - Radio Edit Robyn
2Iq6xG3QRYm4AshMsDTG7m,Air & Lack Thereof,James Blake,Air & Lack Thereof,2009,32,0.468,0.3,5,0.337,0.698,0.0331,0.0914,0.187,138.694,4.1506,Air & Lack THereof James Blake
0GO8y8jQk1PkHzS31d699N,Tongue Tied,GROUPLOVE,Never Trust a Happy Song,2011,81,0.56,0.936,3,0.0439,0.00847,0.0,0.161,0.371,112.96,3.6336,Tongue Tied Grouplove
2FLW1FnWZxGUuiDgsLDGOG,Runner,Tennis,Swimmer,2020,50,0.527,0.827,7,0.0392,0.0817,0.00344,0.126,0.704,157.3,3.616,Runner Tennis
1FNS17AcgHo7Uol0Li9Xfx,I Love This Life,The Blue Nile,A Walk Across the Rooftops (Deluxe Version),2012,36,0.7,0.883,2,0.0372,0.053,3.06e-06,0.152,0.931,144.204,4.0371,I Love This Life The Blue Nile
0dvUKSgidS609t8UCK33gc,Hinged,Cop Envy,Hinged,2019,4,0.409,0.582,1,0.0543,0.0368,0.889,0.139,0.217,89.999,6.5584,"Hinged Copy Envy, DJ Plead"
3rfyQw7pAnXgSKmli0reRS,Fantasy Movie,Lala Lala,Fantasy Movie,2020,36,0.616,0.732,0,0.028,0.0292,0.00116,0.129,0.397,115.036,3.881,"Fantasy Movie Lala Lala, Grapetooth"
4qFJUZTSVBpiDxG8gO8DNx,Bunker,PVA,BLUSH,2022,29,0.552,0.828,5,0.0306,0.000185,0.735,0.109,0.349,107.018,5.3438,Bunker PVA
5PP5oLb5dSXCe94RoVuLsB,Faithless,Heavenly Beat,Talent,2012,24,0.672,0.74,0,0.0806,0.668,0.392,0.1,0.8,135.054,3.7837,Faithless Heavenly Beat
3dRYuV63cHQZfM1zi4F09O,Did It Again,Teebs,Did It Again,2022,39,0.612,0.817,6,0.145,0.0254,0.0505,0.0813,0.693,95.937,2.8122,"Did It Again Teebs, Panda Bear"
439YMLXTadwJM1AunVQf1V,SAY GOODBYE,Hiroshi Sato,Awakening,1982,49,0.772,0.67,5,0.0563,0.484,0.000249,0.0545,0.882,111.019,3.4387,SAY GOODBYE Hiroshi Sato
5FnDR13ZiaiQcYk8oIHTuo,Kiss U,Ela Minus,♡,2022,18,0.767,0.543,11,0.076,0.46,0.846,0.0952,0.555,109.172,5.5841,"Kiss U Ela Minus, DJ Python"
3PJV3HC2LogvCrS6hDs2el,Protein,Jeshi,Protein,2022,48,0.739,0.647,6,0.297,0.194,0.0025,0.36,0.767,170.01,2.9211,"Protein Jeshi, Obongjayar"
1qrpoAMXodY6895hGKoUpA,You Belong With Me (Taylor’s Version),Taylor Swift,Fearless (Taylor's Version),2021,87,0.632,0.773,6,0.0346,0.0623,0.0,0.0885,0.474,130.033,3.8521,You Belong With Me (Taylor’s Version) Taylor Swift
6H0AwSQ20mo62jGlPGB8S6,It's A Vibe,2 Chainz,Pretty Girls Like Trap Music,2017,70,0.822,0.502,7,0.148,0.0312,0.000887,0.114,0.525,73.003,3.5033,It's A Vibe 2 Chainz
5oJAaPRS2EzNIc8EWIbucE,Miami (feat. BIA),Kali Uchis,Isolation,2018,56,0.624,0.785,11,0.034,0.00382,0.0,0.0883,0.656,95.933,4.0644,Miami Kali Uchis
0LQtEJt7x0s6knb6RKdRYc,Chicken Fried,Zac Brown Band,The Foundation,2008,81,0.566,0.713,6,0.0418,0.645,0.0,0.114,0.805,169.861,3.9691,Chicken Fried Zac Brown Band
6e1y5YyIHIrwwDwEbqUEzH,Ibs,Duval Timothy,Sen Am,2017,40,0.397,0.15,10,0.0359,0.991,0.876,0.107,0.471,178.824,3.2638,Lbs Duval Timothy
0XzyXP0E9jsoOwu5Rd7hTV,Sleepless feat. Jezzabell Doran,Flume,Flume: Deluxe Edition,2012,53,0.53,0.688,9,0.169,0.0335,4.91e-05,0.0886,0.389,175.13,3.4896,Sleepless -  Flume ft Jezzabell Doran
4tvOVmc2jorV20Z2hFDtDg,Get Ready,2 Unlimited,Get Ready,1992,64,0.77,0.875,9,0.107,0.0171,4.37e-05,0.0457,0.809,124.841,3.7152,Get Ready 2 Unlimited
74YEvEk41qbHFvhYaW4Erd,TT,Koreless,TT / LOVE,2015,16,0.593,0.868,10,0.0318,0.828,0.949,0.162,0.193,141.015,5.4763,TT Koreless
4ze1O9h2GX2CBepb2rb0dU,Resident Alien (Broke-'n-Steppers Reluctant Club Mix),Madteo,Dropped out Sunshine,2019,5,0.853,0.605,1,0.124,0.0013,0.271,0.0595,0.393,119.991,5.1868,Resident Alien (Broke -'n-Steppers Reluctant Club Mix) Madteo
5Z8HZM6iQMhhqyPcCGY5g9,Hot (feat. Gunna),Young Thug,So Much Fun,2019,75,0.855,0.651,0,0.235,0.063,0.0,0.0772,0.559,111.997,3.2171,"Hot (feat. Gunna) Young Thug, Gunna"
1P8DpNjK4g81j7hlaMEz86,My Love,Lou Van,My Love,2015,17,0.764,0.851,11,0.0451,0.0399,0.445,0.0496,0.505,121.989,3.082,My Love Lou Van
5dRQUolXAVX3BbCiIxmSsf,Your Love,The Outfield,Super Hits,1985,76,0.555,0.757,1,0.0601,0.103,1.16e-06,0.0631,0.582,129.607,3.6973,Your Love The Outfield
5gNIpsVp09aQvPho4Mcxb6,The Time,Soulstance,Life Size,2007,46,0.681,0.819,4,0.0385,0.478,0.438,0.149,0.874,110.018,4.1848,The Time Soulstance
1SShxVVBeZBCY7WddnksPz,Gypsy Woman (She's Homeless) (La Da Dee La Da Da) - Basement Boy Strip To The Bone Mix,Crystal Waters,Surprise,1991,70,0.484,0.641,5,0.0377,0.000779,0.278,0.0738,0.181,119.981,7.5305,"Gypsy Woman (She's Homeless) Cyrstal Waters, The Basement Boys"
3BBFjy5w9S66h3ys6cQtvI,soft spot,piri,soft spot,2021,51,0.646,0.654,7,0.0543,0.0215,0.0242,0.152,0.456,169.962,3.6588,"Soft Spot piri, Tommy Villiers"
1K9yH9EpJsH2kXWX4ozH68,New Shapes (feat. Christine and the Queens and Caroline Polachek),Charli XCX,CRASH,2022,56,0.735,0.74,0,0.0552,0.111,0.0,0.032,0.553,107.061,3.3448,New Shapes (feat. Christine and the Queens and Caroline Polachek) Charli XCX
6wSYpKrgUJSIrH033Y5WlB,Teardrops - Single Version,Womack & Womack,Happy Classics,2021,47,0.852,0.906,11,0.0416,0.111,0.0565,0.265,0.965,133.247,3.846,Teardrops - Single Version Womack & Womack
3DErMJzUrtfGUjet3xpUml,burbank house,tsubi club,burbank house,2021,59,0.647,0.732,11,0.227,0.00753,0.0,0.186,0.935,169.988,1.6941,Burbank House Tsubi club
5Po5YmT4RhawSeqNXx5m0o,Maybe You're the Reason,The Japanese House,Good At Falling,2019,51,0.621,0.762,5,0.0328,0.106,2.71e-06,0.302,0.395,95.014,3.6489,Maybe You're The Reason The Japanese House
4OIMUs3KgUh77mjzJ8I5f9,The Bomb! (These Sound Fall into My Mind) - Radio Edit,The Bucketheads,All In The Mind,1995,55,0.781,0.881,9,0.0423,0.0119,0.389,0.0797,0.868,125.935,3.3971,The Bomb! (These Sound Fall into My Mind) - Radio Edit The Bucketheads
4356Typ82hUiFAynbLYbPn,DJ Got Us Fallin' In Love (feat. Pitbull),USHER,Raymond v Raymond (Expanded Edition),2010,83,0.663,0.861,7,0.109,0.0338,0.0,0.082,0.654,119.963,3.68,DJ Got Us Fallin' In Love (feat. Pitbull) USHER
3XlZoJ4VG4yGpLomIA53Th,Jennifer B,Jockstrap,I Love You Jennifer B,2022,45,0.774,0.534,11,0.0743,0.653,0.423,0.123,0.572,119.974,4.3262,Jennifer B Jackstrap
2gy4zjdL4S1nfuq2sVjz6e,ZaZa and Some Runtz (Smoke Break),Terry Presume,Zaza and Some Runtz (Smoke Break),2021,49,0.727,0.661,1,0.342,0.225,5.62e-05,0.0971,0.757,77.055,3.3269,ZaZa and Some Runtz (Smoke Break) Terry Presume
5e0vgBWfwToyphURwynSXa,Run Away With Me,Carly Rae Jepsen,Emotion,2015,56,0.564,0.719,1,0.0475,0.0126,0.000177,0.0536,0.251,119.023,4.1887,Run Away With Me Carly Rae Jepsen
41wtwzCZkXwpnakmwJ239F,Si Veo a Tu Mamá,Bad Bunny,YHLQMDLG,2020,80,0.9,0.603,2,0.0646,0.402,4.81e-06,0.134,0.824,129.928,2.8495,Si Veo a Tu Mama Bad Bunny
7rbVUjN7DrpP1i1fwzCTRR,Al-Duqqi,moktar,Immigrant,2022,30,0.716,0.936,5,0.0593,7.29e-05,0.872,0.345,0.141,130.011,2.9872,Al-Duqqi moktar
588T3r9Cq9kmmqVSzlGtpk,Relentless Drag,Shigeto,Full Circle,2010,10,0.288,0.517,10,0.0694,0.0188,0.13,0.189,0.155,86.793,4.1319,Relentless Drag Shigeto
2slj0H5ogdshy28BZvYl1O,Molten,Digital Mystikz,"Tectonic Plates, Vol. 1",2006,25,0.659,0.473,1,0.0455,0.000888,0.849,0.357,0.0767,142.992,4.9916,Molten (Dub) Digital Mystikz
5aWXDME8sOrhcWNNUJP7uv,I Wonder,Josef,"DJ Koze Presents Pampa, Vol. 1",2016,11,0.593,0.598,6,0.029,0.212,0.398,0.126,0.627,123.995,2.2991,I Wonder Josef
7o2AeQZzfCERsRmOM86EcB,Xtal,Aphex Twin,Selected Ambient Works 85-92,1992,64,0.51,0.505,9,0.0344,0.342,0.96,0.117,0.318,114.532,4.8959,Xtal Aphex Twin
76GlO5H5RT6g7y0gev86Nk,Just like Heaven,The Cure,"Kiss Me, Kiss Me, Kiss Me",1987,72,0.43,0.971,9,0.0524,0.0271,2.16e-05,0.185,0.764,151.219,3.5333,Just Like Heaven The Cure
7p7TD0DYdVolKyKAjFxYTc,Flight319,070 Shake,Modus Vivendi,2020,46,0.354,0.54,5,0.0593,0.0184,0.000492,0.237,0.0478,162.096,3.3625,Flight319 070 Shake
0q21FNwES2bbtcduB6kjEU,Dancing in the Moonlight,King Harvest,Dancing in the Moonlight,1973,76,0.657,0.435,10,0.0552,0.739,0.0,0.167,0.771,135.975,3.0189,Dancing in the Moonlight King Harvest
